LICENSEE,DBA,LICENSE,ADDRESS,CITY,ZIP ,AddLong,y,x,url
C3D CO,HIGHLINE,402R-00655,5846 Dahlia Street,Commerce City,80022,5846 Dahlia Street Commerce City CO 80022,39.802906,-104.931385,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5846%20Dahlia%20Street%20Commerce%20City%20CO%2080022
CANNA COMPANY,CANNACO,402R-00371,3019 Toupal Drive,Trinidad,81082,3019 Toupal Drive Trinidad CO 81082,37.13729,-104.52219,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3019%20Toupal%20Drive%20Trinidad%20CO%2081082
CANNABIS CARE WELLNESS CENTERS LLC,SMOKEYS,402R-00169,2515 7th Avenue,Garden City,80631,2515 7th Avenue Garden City CO 80631,40.396779,-104.689853,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2515%207th%20Avenue%20Garden%20City%20CO%2080631
CANNABIS CORP,THE JOINT BY CANNABIS,402R-00230,4735 West 38th Avenue,Denver,80212,4735 West 38th Avenue Denver CO 80212,39.769376,-105.048204,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4735%20West%2038th%20Avenue%20Denver%20CO%2080212
CANNABIS FOR HEALTH LLC,PIG N' WHISTLE,402R-00361,4801 West Colfax Avenue,Denver,80204,4801 West Colfax Avenue Denver CO 80204,39.740348,-105.049029,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4801%20West%20Colfax%20Avenue%20Denver%20CO%2080204
CANNABIS KING LLC,GREEN DRAGON COLORADO,402R-00038,930 West Byers Place,Denver,80223,930 West Byers Place Denver CO 80223,39.712023,-104.998438,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=930%20West%20Byers%20Place%20Denver%20CO%2080223
CANNABIS KING LLC,GREEN DRAGON COLORADO,402R-00631,5823 East 128th Avenue,Thornton,80602,5823 East 128th Avenue Thornton CO 80602,39.92851,-104.919276,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5823%20East%20128th%20Avenue%20Thornton%20CO%2080602
CAREGIVERS FOR LIFE LLC,,402R-00086,310 Saint Paul Street,Denver,80206,310 Saint Paul Street Denver CO 80206,39.72121,-104.950997,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=310%20Saint%20Paul%20Street%20Denver%20CO%2080206
CCC INC,THE HAPPY CAMPER CANNABIS COMPANY,402R-00245,80 Rosalie Road,Bailey,80421,80 Rosalie Road Bailey CO 80421,39.440144,-105.449811,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=80%20Rosalie%20Road%20Bailey%20CO%2080421
CENTRAL LLC,BONFIRE CANNABIS,402R-00002,135 Nevada Street,Central City,80427,135 Nevada Street Central City CO 80427,39.799333,-105.512761,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=135%20Nevada%20Street%20Central%20City%20CO%2080427
CG INDUSTRY LLC,CROSS GENETICS,402R-00596,"4902 East Smith Road, Unit C",Denver,80216,"4902 East Smith Road, Unit C Denver CO 80216",39.776069,-104.940789,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4902%20East%20Smith%20Road,%20Unit%20C%20Denver%20CO%2080216"
CG NETWORK LLC,GROUNDSWELL,402R-00400,3121 East Colfax Avenue,Denver,80206,3121 East Colfax Avenue Denver CO 80206,39.74016,-104.950594,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3121%20East%20Colfax%20Avenue%20Denver%20CO%2080206
CGFR GROUP INC,HIGHGRADE,402R-00688,5301 Vasquez Boulevard Unit 101,Commerce City,80022,5301 Vasquez Boulevard Unit 101 Commerce City CO 80022,39.793844,-104.939193,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5301%20Vasquez%20Boulevard%20Unit%20101%20Commerce%20City%20CO%2080022
CHIMERA STRATEGIES,TERRAPIN CARE STATION,402R-00716,650 20th Avenue,Longmont,80501,650 20th Avenue Longmont CO 80501,40.193853,-105.103333,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=650%2020th%20Avenue%20Longmont%20CO%2080501
CHOICE ORGANICS INC,,402R-00033,"813 Smithfield Drive, Units C & D",Fort Collins,80524,"813 Smithfield Drive, Units C & D Fort Collins CO 80524",40.578075,-105.003068,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=813%20Smithfield%20Drive,%20Units%20C%20&%20D%20Fort%20Collins%20CO%2080524"
CHRONIC THERAPY CORTEZ LLC,,402R-00717,1020 West Broadway Avenue,Cortez,81321,1020 West Broadway Avenue Cortez CO 81321,37.35312,-108.642546,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1020%20West%20Broadway%20Avenue%20Cortez%20CO%2081321
CITI-MED LLC,STARBUDS,402R-00022,1640 East Evans Avenue,Denver,80210,1640 East Evans Avenue Denver CO 80210,39.678485,-104.968277,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1640%20East%20Evans%20Avenue%20Denver%20CO%2080210
CJJ SERVICES LLC,SACRED SEED,402R-00037,5885 East Evans Avenue,Denver,80222,5885 East Evans Avenue Denver CO 80222,39.678466,-104.919559,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5885%20East%20Evans%20Avenue%20Denver%20CO%2080222
CMED LLC,ROCKY MOUNTAIN HIGH,402R-00072,"615 Buggy Circle, Unit D",Carbondale,81623,"615 Buggy Circle, Unit D Carbondale CO 81623",39.40911,-107.220438,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=615%20Buggy%20Circle,%20Unit%20D%20Carbondale%20CO%2081623"
CO & RO PARTNERS LLC,EUFLORA,402R-00707,250 South Main Street,Longmont,80501,250 South Main Street Longmont CO 80501,40.153105,-105.10255,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=250%20South%20Main%20Street%20Longmont%20CO%2080501
CO-AGRONOMICS LLC,THE GREEN DEPOT,402R-00144,2020 South Broadway,Denver,80210,2020 South Broadway Denver CO 80210,39.679706,-104.987496,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2020%20South%20Broadway%20Denver%20CO%2080210
CO-AGRONOMICS LLC,THE GREEN DEPOT,402R-00709,4414 Vine Street,Denver,80216,4414 Vine Street Denver CO 80216,39.777664,-104.962403,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4414%20Vine%20Street%20Denver%20CO%2080216
COLORADO ALTERNATIVE HEALTH CARE LTD,COLORADO WEEDERY,402R-00695,"125 Peach Avenue, Unit C",Palisade,81526,"125 Peach Avenue, Unit C Palisade CO 81526",39.111529,-108.35321,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=125%20Peach%20Avenue,%20Unit%20C%20Palisade%20CO%2081526"
COLORADO BEST BUDZ LLC,,402R-00424,"23344 Highway 50 East, Unit B",Pueblo,81006,"23344 Highway 50 East, Unit B Pueblo CO 81006",38.245345,-104.549704,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=23344%20Highway%2050%20East,%20Unit%20B%20Pueblo%20CO%2081006"
COLORADO CANNABIS ASSOCIATES LLC,THE SPOT,402R-00157,748 East Industrial Boulevard,Pueblo West,81007,748 East Industrial Boulevard Pueblo West CO 81007,38.332258,-104.709664,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=748%20East%20Industrial%20Boulevard%20Pueblo%20West%20CO%2081007
COLORADO CANNABIS ASSOCIATES LLC,THE SPOT,402R-00383,453 North Commercial Street,Trinidad,81082,453 North Commercial Street Trinidad CO 81082,37.17233,-104.50734,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=453%20North%20Commercial%20Street%20Trinidad%20CO%2081082
COLORADO CANNABIS ASSOCIATES LLC,THE SPOT 420,402R-00671,3504 North Elizabeth Street,Pueblo,81008,3504 North Elizabeth Street Pueblo CO 81008,38.306362,-104.615351,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3504%20North%20Elizabeth%20Street%20Pueblo%20CO%2081008
COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,402R-00396,1133 Bannock Street,Denver,80204,1133 Bannock Street Denver CO 80204,39.734307,-104.990276,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1133%20Bannock%20Street%20Denver%20CO%2080204
COLORADO FARMS INC,LIGHTSHADE,402R-00163,11975 East 40th Avenue,Denver,80239,11975 East 40th Avenue Denver CO 80239,39.772925,-104.849384,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=11975%20East%2040th%20Avenue%20Denver%20CO%2080239
COLORADO GOLD LLP,STICKY ICKYS,402R-00673,5341 West Highway 96,Pueblo,81005,5341 West Highway 96 Pueblo CO 81005,38.259067,-104.682863,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5341%20West%20Highway%2096%20Pueblo%20CO%2081005
COLORADO HEALING LLC,HEADQUARTERS CANNABIS CO,402R-00367,4497 Ute Highway,Longmont,80503,4497 Ute Highway Longmont CO 80503,40.212335,-105.249341,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4497%20Ute%20Highway%20Longmont%20CO%2080503
COLORADO HEALTH CONSULTANTS LLC,STARBUDS,402R-00021,4690 Brighton Boulevard,Denver,80216,4690 Brighton Boulevard Denver CO 80216,39.781787,-104.966696,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4690%20Brighton%20Boulevard%20Denver%20CO%2080216
COLORADO KIND CARE LLC,VILLAGE GREEN SOCIETY,402R-00200,2043 16th Street,Boulder,80302,2043 16th Street Boulder CO 80302,40.019821,-105.275031,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2043%2016th%20Street%20Boulder%20CO%2080302
COLORADO PRODUCT SERVICES LLC,DOCTORS GARDEN,402R-00138,"580 Main Street, Suite 300",Carbondale,81623,"580 Main Street, Suite 300 Carbondale CO 81623",39.400544,-107.212521,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=580%20Main%20Street,%20Suite%20300%20Carbondale%20CO%2081623"
COLORADO WELLNESS INC,,402R-00096,2057 South Broadway,Denver,80210,2057 South Broadway Denver CO 80210,39.679499,-104.98769,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2057%20South%20Broadway%20Denver%20CO%2080210
COMPASSIONATE CARE GIVERS INC,CANNABIS STATION,402R-00068,1201 20th Street,Denver,80202,1201 20th Street Denver CO 80202,39.752441,-104.991901,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1201%2020th%20Street%20Denver%20CO%2080202
COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,402R-00069,1233 West Alameda Avenue,Denver,80223,1233 West Alameda Avenue Denver CO 80223,39.71118,-105.002235,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1233%20West%20Alameda%20Avenue%20Denver%20CO%2080223
COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,402R-00070,1538 Wazee Street Suit 100,Denver,80202,1538 Wazee Street Suit 100 Denver CO 80202,39.750818,-105.000566,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1538%20Wazee%20Street%20Suit%20100%20Denver%20CO%2080202
COMPASSIONATE PAIN MANAGEMENT LLC,AJOYA,402R-00203,"1100 West Dillon Road, Unit D-3",Louisville,80027,"1100 West Dillon Road, Unit D-3 Louisville CO 80027",39.961798,-105.16614,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1100%20West%20Dillon%20Road,%20Unit%20D-3%20Louisville%20CO%2080027"
COMPLETE RELEAF CO LLC,COMPLETE RELEAF,402R-00703,1669 Coal Creek Drive,Lafayette,80026,1669 Coal Creek Drive Lafayette CO 80026,39.983325,-105.093134,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1669%20Coal%20Creek%20Drive%20Lafayette%20CO%2080026
CONCENTRATE LLC,CONCENTRATE,402R-00006,74 Federal Boulevard,Denver,80219,74 Federal Boulevard Denver CO 80219,39.717886,-105.025033,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=74%20Federal%20Boulevard%20Denver%20CO%2080219
CONSCIOUS CONNEXION LLC,HIGHER ELEVATION,402R-00692,152 Silver Avenue,Crestone,81131,152 Silver Avenue Crestone CO 81131,37.994273,-105.700005,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=152%20Silver%20Avenue%20Crestone%20CO%2081131
COOPER MASON VENTURES LLC,SILVERPEAK APOTHECARY,402R-00140,"520 East Cooper Avenue, Unit LL2 & LL3",Aspen,81611,"520 East Cooper Avenue, Unit LL2 & LL3 Aspen CO 81611",45.55331,-94.17741,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=520%20East%20Cooper%20Avenue,%20Unit%20LL2%20&%20LL3%20Aspen%20CO%2081611"
CRESTED BUTTE WELLNESS CENTER LLC,BACKCOUNTRY CANNABIS COMPANY,402R-00228,"329 Belleview Avenue, Unit A",Crested Butte,81224,"329 Belleview Avenue, Unit A Crested Butte CO 81224",38.867043,-106.984353,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=329%20Belleview%20Avenue,%20Unit%20A%20Crested%20Butte%20CO%2081224"
CROSSROADS WELLNESS LLC,BOULDER BOTANICS,402R-00190,1750 30th Street Unit 7,Boulder,80301,1750 30th Street Unit 7 Boulder CO 80301,40.017242,-105.253606,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1750%2030th%20Street%20Unit%207%20Boulder%20CO%2080301
CURE MEDICAL PHARM INC,RIVERROCK,402R-00126,990 West 6th Avenue Suite #5,Denver,80204,990 West 6th Avenue Suite #5 Denver CO 80204,39.72554,-104.99948,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=990%20West%206th%20Avenue%20Suite%20#5%20Denver%20CO%2080204
D & D CONSULTING INC,SOUTHWEST ALTERNATIVE CARE FOX ST,402R-00544,1075 South Fox Street,Denver,80223,1075 South Fox Street Denver CO 80223,39.697153,-104.994464,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1075%20South%20Fox%20Street%20Denver%20CO%2080223
D AND C MEDICAL MARIJUANA LLC,GOLDEN LEAF,402R-00171,1755 Lincoln Avenue,Steamboat Springs,80487,1755 Lincoln Avenue Steamboat Springs CO 80487,40.497344,-106.853595,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1755%20Lincoln%20Avenue%20Steamboat%20Springs%20CO%2080487
DACONO MEDS LLC,SEDGWICK ALTERNATIVE RELIEF,402R-00223,107 Main Avenue,Sedgwick,80749,107 Main Avenue Sedgwick CO 80749,40.933273,-102.523631,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=107%20Main%20Avenue%20Sedgwick%20CO%2080749
DAVID KRZYSZTOFIAK LLC,THE HERBAL ALTERNATIVE,402R-00353,1531 North Lebanon Road,Cortez,81321,1531 North Lebanon Road Cortez CO 81321,37.363022,-108.591046,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1531%20North%20Lebanon%20Road%20Cortez%20CO%2081321
DELANY & ASSOCIATES LLC,GOOD EARTH MEDS,402R-00247,"600 Cloman Boulevard, Suite 1 & 2",Pagosa Springs,81147,"600 Cloman Boulevard, Suite 1 & 2 Pagosa Springs CO 81147",37.28524,-107.06689,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=600%20Cloman%20Boulevard,%20Suite%201%20&%202%20Pagosa%20Springs%20CO%2081147"
DELILAH LLC,DELILAH LLC,402R-00182,115 West Colorado Avenue,Telluride,81435,115 West Colorado Avenue Telluride CO 81435,37.93725,-107.811146,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=115%20West%20Colorado%20Avenue%20Telluride%20CO%2081435
DELTA-9 DELIGHTS LLC,REEFER MADNESS,402R-00104,4401 East 46th Avenue Unit  B,Denver,80216,4401 East 46th Avenue Unit  B Denver CO 80216,39.780474,-104.935997,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4401%20East%2046th%20Avenue%20Unit%20%20B%20Denver%20CO%2080216
DENCO LLC,,402R-00060,"3480 Park Avenue West, Unit B",Denver,80216,"3480 Park Avenue West, Unit B Denver CO 80216",39.765467,-104.994867,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3480%20Park%20Avenue%20West,%20Unit%20B%20Denver%20CO%2080216"
DENCO LLC,,402R-00345,5155 East 46th Avenue,Denver,80216,5155 East 46th Avenue Denver CO 80216,39.780136,-104.928413,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5155%20East%2046th%20Avenue%20Denver%20CO%2080216
DENVER DISPENSARY LLC,DENVER DISPENSARY,402R-00084,4975 Vasquez Boulevard,Denver,80216,4975 Vasquez Boulevard Denver CO 80216,39.786474,-104.945766,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4975%20Vasquez%20Boulevard%20Denver%20CO%2080216
DENVER PATIENTS GROUP LLC,LIVWELL,402R-00167,2863 Larimer Street,Denver,80205,2863 Larimer Street Denver CO 80205,39.761232,-104.98188,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2863%20Larimer%20Street%20Denver%20CO%2080205
DESSIMALS INC,LUCKY MONKEY BUDS,402R-00476,137 West Cedar Street,Trinidad,81082,137 West Cedar Street Trinidad CO 81082,37.17105,-104.50742,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=137%20West%20Cedar%20Street%20Trinidad%20CO%2081082
DGP 38TH LLC,SWEET LEAF,402R-00120,2647 West 38th Avenue,Denver,80211,2647 West 38th Avenue Denver CO 80211,39.76927,-105.020153,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2647%20West%2038th%20Avenue%20Denver%20CO%2080211
DGP ELATI LLC,SWEET LEAF,402R-00009,4125 Elati Street,Denver,80216,4125 Elati Street Denver CO 80216,39.773339,-104.993645,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4125%20Elati%20Street%20Denver%20CO%2080216
DGP SMITH LLC,SWEET LEAF,402R-00109,7200 East Smith Road,Denver,80207,7200 East Smith Road Denver CO 80207,39.77191,-104.904158,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=7200%20East%20Smith%20Road%20Denver%20CO%2080207
DGP WALNUT LLC,SWEET LEAF,402R-00119,2609 Walnut Street,Denver,80205,2609 Walnut Street Denver CO 80205,39.75943,-104.985945,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2609%20Walnut%20Street%20Denver%20CO%2080205
DGS INC,THE KIND ROOM,402R-00012,1881 South Broadway,Denver,80210,1881 South Broadway Denver CO 80210,39.682477,-104.987652,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1881%20South%20Broadway%20Denver%20CO%2080210
DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,402R-00082,2028 East Colfax Avenue,Denver,80206,2028 East Colfax Avenue Denver CO 80206,39.740003,-104.962902,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2028%20East%20Colfax%20Avenue%20Denver%20CO%2080206
DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,402R-00083,970 Lincoln Street,Denver,80203,970 Lincoln Street Denver CO 80203,39.73159,-104.986118,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=970%20Lincoln%20Street%20Denver%20CO%2080203
DKC LLC,DENVER KUSH CLUB,402R-00026,2615 Welton Street,Denver,80205,2615 Welton Street Denver CO 80205,39.75412,-104.978919,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2615%20Welton%20Street%20Denver%20CO%2080205
DOCTORS ORDERS LLC,DOCTORS ORDERS,402R-00039,1406 West 38th Avenue,Denver,80211,1406 West 38th Avenue Denver CO 80211,39.769276,-105.003433,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1406%20West%2038th%20Avenue%20Denver%20CO%2080211
DP & D HOLDINGS LLC,DURANGO REC ROOM,402R-00530,"145 East College Drive, Units 1, 2, 3, 4 & 5",Durango,81301,"145 East College Drive, Units 1, 2, 3, 4 & 5 Durango CO 81301",41.10224,-104.79899,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=145%20East%20College%20Drive,%20Units%201,%202,%203,%204%20&%205%20Durango%20CO%2081301"
DRAGON PARTNERS LLC,GREEN DRAGON COLORADO,402R-00046,5130 East Colfax Avenue,Denver,80220,5130 East Colfax Avenue Denver CO 80220,39.740082,-104.927264,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5130%20East%20Colfax%20Avenue%20Denver%20CO%2080220
DRAGON PARTNERS LLC,GREEN DRAGON COLORADO,402R-00107,1795 Airport Road Unit A3,Breckenridge,80424,1795 Airport Road Unit A3 Breckenridge CO 80424,39.508879,-106.051729,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1795%20Airport%20Road%20Unit%20A3%20Breckenridge%20CO%2080424
DRAGON PARTNERS LLC,GREEN DRAGON COLORADO,402R-00323,719 Billings Street,Aurora,80011,719 Billings Street Aurora CO 80011,39.727207,-104.822194,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=719%20Billings%20Street%20Aurora%20CO%2080011
DRAGON PARTNERS LLC,GREEN DRAGON COLORADO,402R-00387,4103 Sheridan Boulevard,Mountain View,80212,4103 Sheridan Boulevard Mountain View CO 80212,39.773154,-105.053232,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4103%20Sheridan%20Boulevard%20Mountain%20View%20CO%2080212
DRAGON PARTNERS LLC,GREEN DRAGON COLORADO,402R-00663,119 West Colorado Avenue,Telluride,81435,119 West Colorado Avenue Telluride CO 81435,37.937271,-107.811228,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=119%20West%20Colorado%20Avenue%20Telluride%20CO%2081435
DURANGO ALTERNATIVE LLC,ROCKY MOUNTAIN HIGH,402R-00404,120 East 36th Street,Durango,81301,120 East 36th Street Durango CO 81301,37.304969,-107.866822,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=120%20East%2036th%20Street%20Durango%20CO%2081301
DURANGO HEALING CENTER LLC,ACME HEALING CENTER,402R-00480,1644 County Road 203,Durango,81301,1644 County Road 203 Durango CO 81301,37.324185,-107.852518,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1644%20County%20Road%20203%20Durango%20CO%2081301
DURANGO ORGANICS LLP,DURANGO ORGANICS,402R-00243,72 Shuttle Street #G,Durango,81303,72 Shuttle Street #G Durango CO 81303,37.35078,-81.248647,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=72%20Shuttle%20Street%20#G%20Durango%20CO%2081303
DURANGO ORGANICS LLP,DO CORTEZ,402R-00388,1104 East Main Street,Cortez,81321,1104 East Main Street Cortez CO 81321,37.348846,-108.571422,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1104%20East%20Main%20Street%20Cortez%20CO%2081321
"DURANGO ORGANICS, LLP",,402R-00683,37 County Road 232,Durango,81303,37 County Road 232 Durango CO 81303,37.228396,-107.829854,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=37%20County%20Road%20232%20Durango%20CO%2081303
E&R RETAIL LLC,THE OTHER PLACE IS GREENER,402R-00645,466 West Main Street,Trinidad,81082,466 West Main Street Trinidad CO 81082,37.16675,-104.50936,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=466%20West%20Main%20Street%20Trinidad%20CO%2081082
